model,n_trials,subject_id,source_study,negative_log_likelihood,log_likelihood,aic,bic,uniform_choice_nll,nll_improvement_over_uniform,uniform_choice_fit,n_parameters_at_lower_bound,n_parameters_at_upper_bound,n_parameters_at_any_bound,converged,optimizer_message,n_function_evaluations,n_iterations,n_starts,learning_rate,inverse_temperature,outcome_sensitivity,loss_aversion,response_consistency,comparison_eligible,delta_aic,delta_bic,best_aic,best_bic
q_learning,100,12,Horstmann,135.58910141636252,-135.58910141636252,275.17820283272505,280.38854320470125,138.6294361119891,3.040334695626541,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,57,13,10,1.0,0.1377461991317717,,,,True,5.265378400262762,0.05503802828661719,False,False
pvl_delta,100,13,Horstmann,85.75444557212442,-85.75444557212442,179.50889114424885,189.9295718882012,138.6294361119891,52.87499053986464,False,1,1,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,660,78,32,0.999999,,1e-06,0.8419034388203409,0.8692261134247697,True,0.0,0.0,True,True
q_learning,100,13,Horstmann,116.8941383036942,-116.8941383036942,237.7882766073884,242.99861697936456,138.6294361119891,21.73529780829486,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,15,3,9,1.0,0.5075019618723012,,,,True,58.27938546313956,53.06904509116336,False,False
pvl_delta,100,14,Horstmann,117.9633067092074,-117.9633067092074,243.9266134184148,254.3472941623672,138.6294361119891,20.666129402781664,False,0,2,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,340,44,32,0.999999,,2.0,0.0039018015918283,0.92020849874941,True,0.0,0.0,True,True
q_learning,100,14,Horstmann,128.75004718262744,-128.75004718262744,261.5000943652549,266.7104347372311,138.6294361119891,9.879388929361625,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,36,7,10,1.0,0.220472847767838,,,,True,17.57348094684008,12.363140574863877,False,False
pvl_delta,100,15,Horstmann,131.91838355903752,-131.91838355903752,271.83676711807504,282.2574478620274,138.6294361119891,6.711052552951543,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,165,25,32,0.2560052662312606,,0.8718496549600939,0.3960794432703989,0.8621683739089173,True,0.0,2.0883503729789368,True,False
q_learning,100,15,Horstmann,135.47937855853613,-135.47937855853613,274.95875711707225,280.16909748904845,138.6294361119891,3.150057553452939,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,9,10,0.7026243935948896,0.1855842743560627,,,,True,3.1219899989972077,0.0,False,True
pvl_delta,100,16,Horstmann,109.74745750046952,-109.74745750046952,227.49491500093905,237.9155957448914,138.6294361119891,28.88197861151956,False,1,1,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,100,16,32,0.999999,,1e-06,4.2360472047544935,0.3377373932436728,True,0.0,0.0,True,True
q_learning,100,16,Horstmann,127.07148797153664,-127.07148797153664,258.1429759430732,263.3533163150494,138.6294361119891,11.55794814045244,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,48,9,10,1.0,0.3526561245376364,,,,True,30.64806094213418,25.437720570158035,False,False
pvl_delta,100,17,Horstmann,92.64094992635968,-92.64094992635968,193.2818998527193,203.7025805966717,138.6294361119891,45.9884861856294,False,1,1,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,440,62,32,0.3973810825584336,,2.0,1e-06,1.1716331646148013,True,0.0,0.0,True,True
q_learning,100,17,Horstmann,138.62943611198918,-138.62943611198918,281.2588722239784,286.46921259595456,138.6294361119891,-1.1368683772161605e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,,True,87.97697237125911,82.76663199928285,False,False
pvl_delta,100,18,Horstmann,62.86111513830309,-62.86111513830309,133.72223027660618,144.14291102055853,138.6294361119891,75.76832097368597,False,1,0,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,140,19,32,0.4651621055407262,,0.031448069768215,1e-06,1.8280121610129,True,0.0,0.0,True,True
q_learning,100,18,Horstmann,123.12286535843688,-123.12286535843688,250.24573071687377,255.45607108884997,138.6294361119891,15.506570753552182,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,21,4,10,1.0,0.2817434551822567,,,,True,116.52350044026758,111.31316006829144,False,False
pvl_delta,100,19,Horstmann,129.45816636490903,-129.45816636490903,266.91633272981807,277.3370134737704,138.6294361119891,9.171269747080032,False,0,0,0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,745,99,32,0.6572019159504874,,1.0618407671107897,0.0039554853215188,0.8013912824366053,True,0.0,0.0,True,True
q_learning,100,19,Horstmann,137.57827864079815,-137.57827864079815,279.15655728159635,284.3668976535725,138.6294361119891,1.0511574711908906,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,30,8,2,1.0,0.075948853202409,,,,True,12.240224551778283,7.029884179802082,False,False
pvl_delta,100,20,Horstmann,114.00463901307153,-114.00463901307153,236.00927802614305,246.4299587700954,138.6294361119891,24.624797098917558,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,125,20,32,0.2107432854224502,,1e-06,1.2208870804899727,1.0271195691765147,True,0.0,0.0,True,True
q_learning,100,20,Horstmann,134.0302609545096,-134.0302609545096,272.0605219090192,277.2708622809954,138.6294361119891,4.599175157479465,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,45,12,4,0.8197352699416915,0.2575536927332988,,,,True,36.05124388287615,30.840903510900006,False,False
pvl_delta,100,21,Horstmann,138.62943610587652,-138.62943610587652,285.25887221175304,295.6795529557054,138.6294361119891,6.112543360359268e-09,True,3,0,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,115,2,32,1e-06,,1e-06,1e-06,8.526512829121202e-05,True,3.999999987774629,9.21034035975083,False,False
q_learning,100,21,Horstmann,138.62943611198918,-138.62943611198918,281.2588722239784,286.46921259595456,138.6294361119891,-1.1368683772161605e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,,True,0.0,0.0,True,True
pvl_delta,100,22,Horstmann,122.89015979709508,-122.89015979709508,253.78031959419013,264.2010003381425,138.6294361119891,15.739276314894,False,1,0,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,95,17,32,0.508011317225281,,0.8401227838200955,1e-06,0.9806853160737432,True,0.0,0.0,True,True
q_learning,100,22,Horstmann,137.41039914481695,-137.41039914481695,278.8207982896339,284.0311386616101,138.6294361119891,1.2190369671721155,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,15,3,2,1.0,0.0936301265903168,,,,True,25.040478695443767,19.830138323467622,False,False
pvl_delta,100,23,Horstmann,117.88270170048392,-117.88270170048392,243.76540340096784,254.18608414492024,138.6294361119891,20.746734411505145,False,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,150,19,32,0.4450297273880831,,1e-06,1e-06,1.0000958204728534,True,0.0,0.0,True,True
q_learning,100,23,Horstmann,137.9033153675719,-137.9033153675719,279.80663073514387,285.01697110712007,138.6294361119891,0.7261207444171305,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,18,4,4,1.0,0.075403488716144,,,,True,36.04122733417603,30.830886962199827,False,False
pvl_delta,100,24,Horstmann,133.64734623543666,-133.64734623543666,275.2946924708733,285.71537321482566,138.6294361119891,4.982089876552408,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,140,19,32,0.999999,,0.2085934874018237,0.0823058682973171,0.5157392683068285,True,0.0,1.1659229491384053,True,False
q_learning,100,24,Horstmann,137.66955494685553,-137.66955494685553,279.33910989371105,284.54945026568726,138.6294361119891,0.9598811651335382,False,0,1,1,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,18,4,10,1.0,0.0817345402486598,,,,True,4.044417422837739,0.0,False,True
pvl_delta,100,25,Horstmann,98.85264104728388,-98.85264104728388,205.7052820945677,216.1259628385201,138.6294361119891,39.7767950647052,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,570,80,32,0.0016853840262444,,1.3251234258388829,0.4935709486022606,5.0,True,0.0,1.623829440705066,True,False
q_learning,100,25,Horstmann,102.64589651291944,-102.64589651291944,209.29179302583887,214.50213339781504,138.6294361119891,35.98353959906963,False,0,1,1,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,147,32,9,0.002565209332368,100.0,,,,True,3.586510931271164,0.0,False,True
pvl_delta,100,26,Horstmann,103.55761453725154,-103.55761453725154,215.11522907450308,225.53590981845545,138.6294361119891,35.07182157473753,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,145,20,32,0.1603431448324173,,0.7845384301726314,0.6518717771919061,1.360308804552941,True,0.0,2.224014480672679,True,False
q_learning,100,26,Horstmann,107.05077748290329,-107.05077748290329,218.10155496580657,223.31189533778277,138.6294361119891,31.57865862908578,False,0,0,0,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,51,14,10,0.1240115007596873,2.2962280573605174,,,,True,2.986325891303494,0.0,False,True
pvl_delta,100,27,Horstmann,138.6294361118124,-138.6294361118124,285.2588722236248,295.67955296757714,138.6294361119891,1.7666934581939128e-10,True,3,0,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20,2,32,1e-06,,1e-06,1e-06,3.5338971339117232e-06,True,3.999999999646377,9.210340371622578,False,False
q_learning,100,27,Horstmann,138.62943611198918,-138.62943611198918,281.2588722239784,286.46921259595456,138.6294361119891,-1.1368683772161605e-13,True,2,0,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,3,0,2,0.0,0.0,,,,True,0.0,0.0,True,True
